Id,R,Nome,Squadra,Prezzo,Rating,Mate,Regularness,Pg19_20,Mv19_20,Mf19_20,Ass19_20,Amm19_20,Pg18_19,Mv18_19,Mf18_19,Ass18_19,A  18_19
4495,D,KUMBULLA,Roma,6,2,,3,25,6.15,6.12,0,5,,,,0,
58,C,DIAWARA,Roma,5,2,,3,22,6.02,6.08,0,4,13,5.82,5.64,0,4
4885,C,VILLAR,Roma,5,2,,2,9,5.75,5.58,0,3,,,,0,
5398,D,REYNOLDS,Roma,3,2,,2,,,,,,,,,,
4945,D,CALAFIORI,Roma,2,1,,1,1,6.5,6.5,0,0,,,,0,
5420,C,DARBOE,Roma,2,1,,1,,,,,,,,,,
5304,P,BOER,Roma,1,1,,1,,,,,,,,,,
2781,P,FUZATO,Roma,1,1,,1,,,,,,,,,,
5462,C,CIERVO,Roma,1,1,,1,,,,,,,,,,
5422,C,ZALEWSKI,Roma,1,1,,1,,,,,,,,,,
1997,A,SIMY,Salernitana,18,3,,5,,,,0,,,,,0,
505,A,BONAZZOLI,Salernitana,8,3,DJURIC,4,19,6.22,7.19,0,1,,,,0,
5471,A,DJURIC,Salernitana,6,2,BONAZZOLI,3,,,,,,,,,,
720,P,BELEC,Salernitana,5,2,,5,,,,,,,,,,
2208,D,JAROSZYNSKI,Salernitana,5,2,,3,,,,,,,,,,
2117,C,KASTANOS,Salernitana,5,2,,3,,,,,,,,,,
2144,C,COULIBALY M.,Salernitana,4,2,,2,0,0,0,0,0,0,0,0,0,0
5464,D,BOGDAN,Salernitana,4,2,,3,,,,,,,,,,
660,D,GYOMBER,Salernitana,4,1,,3,,,,,,,,,,
2064,D,VESELI,Salernitana,4,1,,3,,,,,,,,,,
4433,D,ZORTEA,Salernitana,4,1,,3,,,,,,,,,,
173,C,CAPEZZI,Salernitana,4,1,,3,,,,,,,,,,
5469,C,DI TACCHIO,Salernitana,4,1,,3,,,,,,,,,,
560,C,OBI,Salernitana,4,2,,3,,,,,,,,,,
5466,D,STRANDBERG,Salernitana,3,1,,2,,,,,,,,,,
5463,D,AYA,Salernitana,2,1,,2,,,,,,,,,,
5504,C,COULIBALY L.,Salernitana,2,1,,2,,,,,,,,,,
1947,P,FIORILLO,Salernitana,1,1,,2,,,,,,,,,,
5354,D,RUGGERI,Salernitana,1,1,,1,,,,,,,,,,
5503,D,KECHRIDA,Salernitana,1,1,,1,,,,,,,,,,
5470,C,SCHIAVONE,Salernitana,1,1,,1,,,,,,,,,,
5472,A,KRISTOFFERSEN,Salernitana,1,1,,1,,,,,,,,,,
568,A,QUAGLIARELLA,Sampdoria,22,3,TORREGROSSA,5,28,6,7.04,3,2,37,6.43,8.64,7,1
332,C,CANDREVA,Sampdoria,18,4,,4,32,6.22,6.87,7,5,18,6,6.27,0,0
407,A,GABBIADINI,Sampdoria,16,2,,4,33,6.09,7.12,1,2,18,6,6.66,1,5
4978,C,DAMSGAARD,Sampdoria,14,4,,4,,,,0,,,,,0,
761,P,AUDERO,Sampdoria,12,4,,5,36,6.03,4.29,0,1,36,6.04,4.65,0,4
1958,A,CAPRARI,Sampdoria,10,3,,4,30,5.94,6.42,0,3,21,6,6.93,2,1
4421,D,AUGELLO,Sampdoria,9,3,,5,17,6.06,6.12,2,2,,,,0,
2784,D,COLLEY,Sampdoria,9,3,,4,31,5.76,5.63,1,10,21,5.93,5.88,0,0
4895,D,YOSHIDA,Sampdoria,9,3,,4,14,5.89,5.93,1,1,,,,0,
4404,C,THORSBY,Sampdoria,9,3,ADRIEN SILVA,4,24,5.74,5.63,1,7,,,,0,
600,C,VERRE,Sampdoria,8,2,,3,32,5.95,6.25,2,4,0,0,0,0,0
2104,D,BERESZYNSKI,Sampdoria,7,2,,4,28,5.5,5.25,0,10,27,5.66,5.6,2,5
4453,A,TORREGROSSA,Sampdoria,7,5,QUAGLIARELLA,3,,,,,,,,,,
2703,C,ADRIEN SILVA,Sampdoria,6,2,THORSBY,3,,,,,,,,,,
2391,C,EKDAL,Sampdoria,6,2,,4,32,5.88,5.82,2,8,32,6.02,5.92,0,6
144,D,TONELLI,Sampdoria,5,3,,4,9,5.83,5.61,0,4,19,5.84,5.74,0,6
4403,D,CHABOT,Sampdoria,4,1,,2,8,5.88,6.06,0,1,,,,0,
2855,C,VIEIRA,Sampdoria,4,2,,3,27,5.65,5.46,1,11,14,5.8,5.7,0,3
2141,D,DEPAOLI,Sampdoria,3,2,,3,29,5.85,5.78,1,7,33,5.75,5.66,4,10
45,D,FERRARI A.,Sampdoria,3,1,,2,12,5.83,5.67,0,4,6,5.67,5.5,0,2
259,D,MURILLO,Sampdoria,3,2,,2,,,,,,,,,,
1868,D,MURRU,Sampdoria,3,2,,3,28,5.54,5.35,0,4,35,5.82,5.84,5,9
2134,P,FALCONE,Sampdoria,1,1,,1,,,,,,,,,,
4977,P,RAVAGLIA,Sampdoria,1,1,,1,,,,0,,,,,0,
5473,D,KAIQUE ROCHA,Sampdoria,1,1,,1,,,,,,,,,,
4921,C,ASKILDSEN,Sampdoria,1,1,,1,4,6,6.67,0,0,,,,0,
5517,C,YEPES,Sampdoria,1,1,,1,,,,,,,,,,
5512,A,DE LUCA,Sampdoria,1,1,,1,,,,,,,,,,
531,A,BERARDI,Sassuolo,31,4,,5,31,6.5,7.85,7,6,35,6.1,6.77,3,5
2819,A,CAPUTO,Sassuolo,26,4,SCAMACCA,5,36,6.32,8.31,6,3,38,6.08,7.14,3,3
2832,A,BOGA,Sassuolo,17,4,,5,34,6.15,7.21,2,0,25,6.15,6.56,1,0
4371,A,RASPADORI,Sassuolo,16,3,DJURICIC,1,11,6.21,7.07,0,0,0,0,0,0,0
1995,C,DJURICIC,Sassuolo,15,5,RASPADORI,4,29,6.15,6.7,3,6,23,5.82,6.07,1,1
2857,C,TRAORE' HJ.,Sassuolo,14,3,,4,31,6.07,6.48,1,3,32,6.08,6.28,2,4
2137,A,SCAMACCA,Sassuolo,14,2,CAPUTO,2,,,,0,,0,0,0,0,0
509,P,CONSIGLI,Sassuolo,12,3,,5,31,6.11,4.42,0,1,36,6.25,4.89,0,2
643,A,DEFREL,Sassuolo,12,3,,3,17,5.94,6.62,3,1,36,5.97,6.94,2,2
1895,D,FERRARI G.,Sassuolo,10,2,,4,23,5.91,5.84,1,5,31,5.97,6.21,0,9
4681,C,LOPEZ M.,Sassuolo,8,3,,3,,,,,,,,,,
5511,C,MATHEUS HENRIQUE,Sassuolo,8,3,,3,,,,,,,,,,
4521,D,MULDUR,Sassuolo,7,2,,4,24,6.02,6.32,2,4,,,,0,
2848,C,FRATTESI,Sassuolo,7,2,,2,,,,,,,,,,
640,D,CHIRICHES,Sassuolo,6,3,,4,9,5.61,5.61,0,0,3,6.25,6.25,0,0
4530,D,KYRIAKOPOULOS,Sassuolo,6,3,,4,26,6,6,2,4,,,,0,
2318,D,ROGERIO,Sassuolo,6,2,,2,15,6,6.07,1,6,33,5.64,5.59,1,9
418,D,GOLDANIGA,Sassuolo,5,1,,4,13,5.59,5.68,0,4,29,5.57,5.6,1,6
4426,D,TOLJAN,Sassuolo,5,1,,3,29,5.91,5.95,2,8,,,,0,
2825,C,BOURABIA,Sassuolo,4,1,,3,17,5.68,5.47,1,5,32,5.82,5.77,0,7
4501,C,OBIANG,Sassuolo,4,2,,3,25,5.81,5.65,0,10,,,,0,
4979,D,AYHAN,Sassuolo,3,1,,3,,,,0,,,,,0,
521,D,PELUSO,Sassuolo,3,2,,3,23,5.4,5.28,1,5,16,5.62,5.66,0,5
4894,C,HARASLIN,Sassuolo,3,3,,3,11,6.06,6.44,1,1,,,,0,
528,C,MAGNANELLI,Sassuolo,2,1,,2,22,5.94,5.79,0,5,26,5.87,5.76,0,3
510,P,PEGOLO,Sassuolo,1,1,,1,5,6.7,5.9,0,0,3,6,4.5,0,1
2127,P,SATALINO,Sassuolo,1,1,,1,,,,,,,,,,
2279,D,ROMAGNA,Sassuolo,1,1,,2,18,5.92,5.83,0,3,18,6.06,6,0,2
4936,A,MANZARI,Sassuolo,1,1,,1,,,,,,,,,,
5378,A,ODDEI,Sassuolo,1,1,,1,,,,,,,,,,
5336,A,NZOLA,Spezia,20,4,,4,,,,,,,,,,
215,A,VERDE,Spezia,14,3,,3,,,,,,0,0,0,0,0
4988,C,MAGGIORE,Spezia,13,1,,4,,,,0,,,,,0,
4992,A,GYASI,Spezia,13,2,,5,,,,0,,,,,0,
5005,P,ZOET,Spezia,7,2,,5,,,,0,,,,,0,
5332,D,BASTONI S.,Spezia,7,1,,3,,,,,,,,,,
4982,D,ERLIC,Spezia,7,1,,4,,,,0,,,,,0,
5475,D,AMIAN,Spezia,6,2,,3,,,,,,,,,,
5312,C,LEO' SENA,Spezia,6,1,,1,,,,,,,,,,
4329,D,NIKOLAOU,Spezia,5,2,,3,,,,,,,,,,
5397,C,KOVALENKO,Spezia,5,3,,4,,,,,,,,,,
4435,A,COLLEY E.,Spezia,4,3,,2,5,6,6.25,1,1,,,,0,
4985,D,VIGNALI,Spezia,3,1,,2,,,,0,,,,,0,
4983,D,FERRER,Spezia,2,1,,2,,,,0,,,,,0,
630,D,SALA,Spezia,2,1,,3,16,5.57,5.54,0,1,21,5.87,5.79,1,5
4981,P,KRAPIKAS,Spezia,1,1,,1,,,,0,,,,,0,
2814,P,PROVEDEL,Spezia,1,1,,1,,,,,,16,5.84,3.59,0,0
2312,D,HRISTOV,Spezia,1,1,,1,,,,,,,,,,
5519,C,SHER,Spezia,1,1,,1,,,,,,,,,,
2750,A,MRAZ,Spezia,1,1,,1,,,,,,,,,,
441,A,BELOTTI,Torino,30,4,,5,36,6.16,7.41,3,4,37,6.19,7.28,1,5
479,A,SANABRIA,Torino,15,3,,3,,,,,,,,,,
2788,D,BREMER,Torino,12,4,,5,27,5.78,6,0,2,5,5.75,5.5,0,1
706,D,ANSALDI,Torino,11,3,AINA,4,27,6.08,6.52,4,9,24,6.38,6.77,2,3
376,C,VERDI,Torino,11,2,PJACA,4,33,5.89,6.2,6,4,22,5.86,6.53,3,0
315,A,ZAZA,Torino,11,3,,3,24,5.87,6.54,1,7,29,5.69,6.08,3,8
1933,C,MANDRAGORA,Torino,10,2,LINETTY,2,26,5.8,5.84,2,2,35,5.75,5.9,1,8
2170,P,MILINKOVIC-SAVIC V.,Torino,9,4,,5,,,,,,2,5.75,3.25,0,0
2009,C,LUKIC,Torino,9,2,,3,30,5.72,5.74,1,5,24,6.08,6.28,0,7
475,A,IAGO FALQUE,Torino,8,3,,4,14,5.85,6.08,0,0,26,6.22,7.08,4,1
226,D,IZZO,Torino,8,2,BUONGIORNO,5,31,5.79,5.74,0,5,37,6.23,6.5,1,6
2724,D,BUONGIORNO,Torino,6,2,IZZO,3,0,0,0,0,0,,,,,
2171,D,LYANCO,Torino,6,2,,2,17,5.62,5.34,0,5,15,5.89,5.96,0,2
4899,D,SINGO,Torino,6,5,,5,4,6.33,7.33,0,0,,,,0,
4994,D,VOJVODA,Torino,6,2,,3,,,,0,,,,,0,
2008,C,LINETTY,Torino,6,2,MANDRAGORA,5,28,5.96,6.43,3,4,32,5.97,6.17,3,11
238,C,RINCON,Torino,6,2,,3,32,5.87,5.85,2,11,34,6.12,6.17,0,15
2169,D,RODRIGUEZ R.,Torino,5,2,DJIDJI,4,5,5.8,5.8,0,0,35,5.84,5.83,2,5
2865,D,AINA,Torino,5,3,ANSALDI,3,,,,,,,,,,
556,C,BASELLI,Torino,5,2,,3,16,5.94,5.97,2,3,34,6.07,6.38,1,5
1998,A,PJACA,Torino,4,3,VERDI,3,0,0,0,0,0,19,5.7,5.93,1,1
1839,A,EDERA,Torino,3,1,,2,13,5.61,5.83,1,2,7,5.5,5.4,0,1
4346,A,MILLICO,Torino,3,1,,2,11,5.67,5.67,0,0,1,0,0,0,0
2869,D,DJIDJI,Torino,2,1,RODRIGUEZ R.,5,17,5.31,5.12,0,1,17,5.97,5.91,0,2
316,P,BERISHA,Torino,1,3,,3,,,,,,,,,,
4525,P,GEMELLO,Torino,1,1,,1,,,,,,,,,,
4995,C,SEGRE,Torino,1,1,,2,,,,0,,,,,0,
5477,A,WARMING,Torino,1,1,,1,,,,,,,,,,
302,C,PEREYRA,Udinese,17,5,,5,,,,,,,,,,
2826,A,PUSSETTO,Udinese,13,3,,5,12,5.95,6.2,0,1,35,5.92,6.27,3,8
4998,D,MOLINA N.,Udinese,12,2,,5,,,,0,,,,,0,
4324,A,OKAKA,Udinese,12,3,,4,33,6.03,6.67,2,10,16,6.29,7.5,1,4
2119,A,DEULOFEU,Udinese,11,4,,4,,,,,,,,,,
2211,P,SILVESTRI,Udinese,10,4,,5,35,6.2,4.94,0,2,,,,0,
2280,D,NUYTINCK,Udinese,10,3,,5,26,6.15,6.12,0,2,27,5.87,5.76,0,4
311,A,LLORENTE,Udinese,9,2,,3,17,6.05,6.91,1,1,,,,0,
1943,A,NESTOROVSKI,Udinese,9,2,,3,28,5.86,6.24,1,4,,,,0,
5287,C,ARSLAN,Udinese,8,2,,3,,,,,,,,,,
790,D,SAMIR,Udinese,7,2,,3,21,5.68,5.76,0,3,21,5.88,6.05,1,7
2315,D,STRYGER LARSEN,Udinese,7,3,,3,33,6.06,6.17,3,5,36,5.86,5.97,4,6
4323,D,ZEEGELAAR,Udinese,7,2,,3,13,5.75,5.79,2,3,12,5.46,5.17,0,5
2392,C,WALACE,Udinese,6,1,,4,20,5.88,5.82,0,2,,,,0,
4412,D,RODRIGO BECAO,Udinese,5,2,,3,29,5.88,5.84,0,8,,,,0,
5355,D,UDOGIE,Udinese,4,2,,2,,,,,,,,,,
224,D,DE MAIO,Udinese,3,2,,3,21,5.89,5.86,0,1,22,5.86,5.89,0,3
434,C,JAJALO,Udinese,3,1,,3,26,5.94,5.77,0,6,,,,0,
5119,C,SAMARDZIC,Udinese,3,1,,1,,,,,,,,,,
5004,A,FORESTIERI,Udinese,3,1,,1,,,,0,,,,,0,
4430,A,CRISTO,Udinese,3,1,,1,,,,,,,,,,
5329,C,MAKENGO,Udinese,2,3,,4,,,,,,,,,,
543,P,PADELLI,Udinese,1,1,,1,3,5.33,4,0,0,0,0,0,0,0
574,P,SCUFFET,Udinese,1,1,,1,0,0,0,0,0,9,6.11,4.67,0,0
2793,D,OPOKU,Udinese,1,1,,1,,,,,,,,,,
4953,C,PALUMBO,Udinese,1,1,,1,1,0,0,0,0,,,,,
1980,C,ARAMU,Venezia,10,3,,5,,,,,,,,,,
5501,C,SIGURDSSON A.,Venezia,9,3,,5,,,,,,,,,,
5495,A,FORTE,Venezia,9,3,,5,,,,,,,,,,
5487,C,HEYMANS,Venezia,8,2,,4,,,,,,,,,,
5515,A,OKEREKE,Venezia,7,2,,4,,,,,,,,,,
5483,D,SCHNEGG,Venezia,6,2,,4,,,,,,,,,,
5488,C,FIORDILINO,Venezia,6,2,,4,,,,,,,,,,
158,P,LEZZERINI,Venezia,5,2,,3,,,,,,,,,,
5479,D,CECCARONI,Venezia,5,2,,2,,,,,,,,,,
5490,C,PERETZ,Venezia,5,2,,3,,,,,,,,,,
5492,C,TESSMANN,Venezia,5,2,,3,,,,,,,,,,
5507,C,BUSIO,Venezia,5,2,,3,,,,,,,,,,
5494,A,DI MARIANO,Venezia,5,2,,2,,,,,,,,,,
5496,A,JOHNSEN,Venezia,5,1,,3,,,,,,,,,,
5480,D,EBUEHI,Venezia,4,1,,3,,,,,,,,,,
5481,D,MAZZOCCHI,Venezia,4,1,,3,,,,,,,,,,
5482,D,MODOLO,Venezia,4,1,,2,,,,,,,,,,
5491,C,TAUGOURDEAU,Venezia,4,1,,2,,,,,,,,,,
1847,D,CALDARA,Venezia,3,3,,3,14,5.77,5.81,1,1,0,0,0,0,0
5486,C,CRNIGOJ,Venezia,3,1,,2,,,,,,,,,,
2206,D,FELICIOLI,Venezia,2,1,,2,,,,,,,,,,
551,D,MOLINARO,Venezia,2,1,,1,,,,,,,,,,
400,C,DEZI,Venezia,2,1,,1,,,,,,1,6,6,0,0
5478,P,MAENPAA,Venezia,1,1,,1,,,,,,,,,,
5521,P,BERTINATO,Venezia,1,1,,1,,,,,,,,,,
5484,D,SVOBODA,Venezia,1,1,,1,,,,,,,,,,
5485,C,BJARKASON,Venezia,1,1,,1,,,,,,,,,,
5489,C,PECILE,Venezia,1,1,,1,,,,,,,,,,
5508,C,VACCA,Venezia,1,1,,1,,,,,,,,,,
5493,A,BOCALON,Venezia,1,1,,1,,,,,,,,,,
632,C,ZACCAGNI,Verona,18,4,,5,34,6.11,6.36,5,5,,,,0,
2172,C,BARAK,Verona,17,3,,5,24,5.89,6.18,1,1,8,5.4,5.4,0,0
236,C,LAZOVIC,Verona,15,3,,5,38,6.2,6.57,7,4,33,5.95,6.32,4,2
581,D,FARAONI,Verona,14,4,,5,36,6.1,6.51,3,6,,,,0,
90,A,LASAGNA,Verona,12,3,KALINIC,3,36,5.86,6.71,1,1,36,5.69,6.13,1,2
4957,P,MONTIPO',Verona,9,3,,5,,,,0,,,,,0,
652,A,KALINIC,Verona,9,3,LASAGNA,4,15,6.25,7.85,1,1,0,0,0,0,0
2011,C,MIGUEL VELOSO,Verona,8,4,ILIC,4,34,6.06,6.32,3,6,21,5.81,5.69,1,7
5007,C,ILIC,Verona,8,2,MIGUEL VELOSO,3,,,,0,,,,,0,
4890,C,TAMEZE,Verona,7,2,,4,7,6.17,6.17,0,0,,,,0,
4493,D,DAWIDOWICZ,Verona,6,1,,3,15,5.9,5.9,0,2,,,,0,
2758,D,GUNTER,Verona,6,1,,5,32,5.81,5.69,0,7,14,5.67,5.62,0,1
2769,D,MAGNANI,Verona,5,1,,3,10,5.67,5.92,0,3,19,6.11,6.11,1,2
264,C,BESSA,Verona,5,2,,3,,,,,,,,,,
1891,D,CECCHERINI,Verona,4,1,,2,15,5.85,5.7,0,3,15,5.77,5.65,0,3
5499,C,HONGLA,Verona,4,1,,3,,,,,,,,,,
5498,D,CASALE,Verona,3,1,,3,,,,,,,,,,
4500,A,DI CARMINE,Verona,3,3,,3,22,5.95,6.88,0,3,,,,0,
4946,D,FRABOTTA,Verona,2,1,,1,1,6,6,0,0,,,,,
4519,D,CETIN,Verona,2,1,,5,6,5.8,5.4,0,2,,,,0,
4494,D,EMPEREUR,Verona,2,1,,3,13,5.95,5.82,0,3,,,,0,
4997,D,RUEGG,Verona,2,1,,2,,,,0,,,,,0,
4491,P,BERARDI A.,Verona,1,1,,1,0,0,0,0,0,,,,0,
4996,P,PANDUR,Verona,1,1,,1,,,,0,,,,,0,
5316,D,AMIONE,Verona,1,1,,1,,,,,,,,,,
5500,A,CANCELLIERI,Verona,1,1,,1,,,,,,,,,,
